Unnamed: 0,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
78376,64229,21,tcp,-,5e-06,1,1,1,0,199728.761905,199728.761905,399457.52381,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,23967451.428571,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
69548,25242,21,tcp,-,4e-06,1,1,1,0,246723.764706,246723.764706,493447.529412,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,29606851.764706,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
5254,59566,443,tcp,ssl,1.564486,14,12,3,9,8.948625999999999,7.670250999999999,16.618876,0.857143,432,20,40,392,32,40,2,2,2,3,6,23,0,0,0,0,0.0,517.0,840.0,60.0,144.534798,0.0,1352.0,6157.0,513.083333,594.138101,0.0,1352.0,6997.0,269.115385,468.231936,247.955322,302356.0047,1566854.954,120527.3041,141075.8361,37.908554,382745.9812,1279329.062,116302.642,162807.2236,37.908554,300207.1381,1566854.954,62674.19815,116006.5467,4472.395329999999,14.0,12.0,840.0,6157.0,0.0,4548.0,0.0,5.0,0.0,5519587.556,1566854.954,1566854.954,1566854.954,1566854.954,0.0,0.0,0.0,0.0,0.0,0.0,64240,26847,0,Thing_Speak
83412,45463,21,tcp,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,20,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
3733,40256,53,udp,dns,0.0564429999999999,2,2,2,2,35.433993,35.433993,70.867985,1.0,16,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,36.0,36.0,72.0,36.0,0.0,36.0,68.0,104.0,52.0,22.627417,36.0,68.0,176.0,44.0,16.0,772.953033,772.953033,772.953033,772.953033,0.0,55440.90271,55440.90271,55440.90271,55440.90271,0.0,229.120255,55440.90271,56442.976,18814.32533,31720.71195,3118.191358,2.0,2.0,72.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,56442.976,56442.976,56442.976,56442.976,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Thing_Speak
26607,29518,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
34785,37699,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
5246,35138,53,udp,dns,0.0566809999999999,2,2,2,2,35.285095,35.285095,70.57019100000001,1.0,16,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,32.0,32.0,64.0,32.0,0.0,32.0,64.0,96.0,48.0,22.627417,32.0,64.0,160.0,40.0,16.0,241.994858,241.994858,241.994858,241.994858,0.0,55474.99657,55474.99657,55474.99657,55474.99657,0.0,241.994858,55474.99657,56681.156160000006,18893.71872,31682.37363,2822.807629,2.0,2.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,56681.156160000006,56681.156160000006,56681.156160000006,56681.156160000006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Thing_Speak
13667,16509,21,tcp,-,4e-06,1,1,1,0,246723.764706,246723.764706,493447.529412,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,29606851.764706,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
5743,37422,80,tcp,http,0.911566,7,5,2,1,7.679092999999999,5.485066000000001,13.164159,0.714286,232,32,40,168,32,40,2,2,0,2,1,11,0,0,0,0,0.0,169.0,202.0,28.857143,63.00907,0.0,539.0,539.0,107.8,241.048128,0.0,539.0,741.0,61.75,157.945402,57.935715,338557.9586,913516.0446,152252.6741,166864.9382,78.91655,288178.9207,627616.8823,156904.2206,152301.3627,57.935715,284037.1132,913516.0446,83046.91315,129933.8311,812.886817,7.0,5.0,202.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,913516.0446,913516.0446,913516.0446,913516.0446,0.0,0.0,0.0,0.0,0.0,0.0,64240,26847,501,Thing_Speak
2071,34329,1883,tcp,mqtt,47.902549,10,6,3,4,0.208757,0.125254,0.334011,0.6,328,32,40,200,32,40,0,2,1,3,4,15,0,0,0,0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,236.034393,45864393.949509,47902549.02839699,5322505.4476,15209599.696248,76.055527,1567926.883698,1883693.933487,376738.786697,670377.599262,76.055527,45864393.949509,47902549.02839699,3193503.26856,11809915.956618,2.379832,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2038155.078888,2038155.078888,2038155.078888,2038155.078888,0.0,45864393.949509,45864393.949509,45864393.949509,45864393.949509,0.0,64240,26847,502,MQTT_Publish
38961,41876,21,tcp,-,4e-06,1,1,1,0,246723.764706,246723.764706,493447.529412,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,29606851.764706,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
39347,42262,21,tcp,-,5e-06,1,1,1,0,199728.761905,199728.761905,399457.52381,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,23967451.428571,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
8275,11117,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
7938,10780,21,tcp,-,5e-06,1,1,1,0,199728.761905,199728.761905,399457.52381,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,23967451.428571,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
60641,11758,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
44732,47648,21,tcp,-,2e-06,1,1,1,0,466033.777778,466033.777778,932067.555556,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145767,2.145767,2.145767,2.145767,0.0,55924053.33333299,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145767,2.145767,2.145767,2.145767,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
2101,4941,21,tcp,-,9e-06,1,1,1,0,113359.567568,113359.567568,226719.135135,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.821487,8.821487,8.821487,8.821487,0.0,13603148.108108,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.821487,8.821487,8.821487,8.821487,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
90563,3308,21,tcp,-,4e-06,1,1,1,0,246723.764706,246723.764706,493447.529412,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,29606851.764706,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
58158,8745,21,tcp,-,5e-06,1,1,1,0,199728.761905,199728.761905,399457.52381,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,23967451.428571,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
2037,45483,1883,tcp,mqtt,16.8999,10,6,3,4,0.591719,0.355032,0.946751,0.6,328,32,40,200,32,40,0,2,1,3,4,15,0,0,0,0,0.0,33.0,76.0,7.6,12.650867,0.0,21.0,34.0,5.666667,7.814516,0.0,33.0,110.0,6.875,10.831282,236.98806800000003,14856057.167053,16899900.197983,1877766.6886650005,4886251.898051,76.055527,1552353.143692,1880621.194839,376124.238968,662622.075956,76.055527,14856057.167053,16899900.197983,1126660.013199,3814396.573636,6.508914,3.333333,2.0,25.333333,11.333333,0.0,0.0,0.0,0.0,0.0,0.0,2043843.03093,2043843.03093,2043843.03093,2043843.03093,0.0,14856057.167053,14856057.167053,14856057.167053,14856057.167053,0.0,64240,26847,502,MQTT_Publish
36424,39339,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
10262,13104,21,tcp,-,1e-06,1,1,1,0,1048576.0,1048576.0,2097152.0,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,125829120.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953674,0.953674,0.953674,0.953674,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
56072,3584,21,tcp,-,3e-06,1,1,1,0,322638.769231,322638.769231,645277.538462,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.099442,3.099442,3.099442,3.099442,0.0,38716652.307692,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.099442,3.099442,3.099442,3.099442,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
2253,5094,21,tcp,-,4e-06,1,1,1,0,246723.764706,246723.764706,493447.529412,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,29606851.764706,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053116,4.053116,4.053116,4.053116,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
58223,8474,21,tcp,-,5e-06,1,1,1,0,199728.761905,199728.761905,399457.52381,1.0,20,20,20,20,20,20,0,1,1,0,0,1,0,0,0,0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,60.0,84.852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,23967451.428571,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067900000000005,5.0067900000000005,5.0067900000000005,5.0067900000000005,0.0,0.0,0.0,0.0,0.0,0.0,64,0,64,DOS_SYN_Hping
972,46600,5051,tcp,-,2e-05,1,1,0,0,49932.190476,49932.190476,99864.380952,1.0,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.027161,20.027161,20.027161,20.027161,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.027161,20.027161,20.027161,20.027161,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,NMAP_OS_DETECTION
